米国経済は、雇用・所得環境の改善と堅調な個人消費及び設備投資の拡大に加え、税制改革やインフラ投資等の新政権の経済・財政政策への期待による株高等もあり、回復基調が継続しました	15
当行は、平成26年４月から平成29年３月までの３年間を計画期間とする中期経営計画「ベストバンク２０２０ －価値創造の３年」のもと、個人や中小企業をはじめとした地域のお客さまに最高の満足と感動を提供する「リテール・ベストバンク」グループの実現に向け、各種施策に積極的に取り組みました	10
※２ ＦＬＣ（Front Logistics Center）とは、ＡＬＣと連携して、顧客に近い場所で商品の安定供給を支える	10
福利厚生事業では、働く人々の「健康」と「幸せ」を実現するため、企業理念に掲げる“いきがい・絆・健康・くつろぎ”の観点から、多彩なメニュー・サービスの拡充を図りました	10
売上高は39億１千８百万円(同1.4％減)、セグメント利益は５億２千７百万円(同8.5％減)となりました	8
このような環境のもと、当社グループは2015年４月に２ヵ年の中期経営計画『Moving2016「動く！」～明日（あした）にタネを蒔け！～』を公表し、以下３つの基本方針に基づき、事業を推進しました	10
このような事業環境のもと、当社グループは第５次中期経営計画（2017 年３月期～2019 年３月期）に基づき、「収益不動産残高の戦略的な拡充を通じた、強固な事業基盤の確立と安定的な収益基盤の追求」「新たな収益の柱となる事業の開発と育成」「規模拡大に耐えうるケイパビリティの再構築」を基本方針に掲げ、各種施策に取り組みました	10
特別損失は、関係会社株式売却損58百万円を計上いたしました	10
（海外）	10
(不動産業)	10
ストア業では、リブレ京成江戸川駅前店の改装工事を実施したほか、京成津田沼駅及び青砥駅構内にコンビニエンスストアの新店舗をオープンするなど、収益の拡大に努めた	10
また、生産面におきましては、工場近隣土地の買収を行い、出荷エリアの拡張・製品置き場の拡張等の環境改善にも取り組んでまいりました	10
売上高はごみ焼却プラント向け空冷式熱交換器の売上増加により、27億20百万円（同6.1％増）となったものの、不採算売上の計上により、営業損益は27百万円の損失（前期は３百万円の利益）、受注残高は27億88百万円（前期比4.0％減）となりました	10
情報システム	10
①公共関連事業	10
このような事業環境の下、当社グループは、主力市場である車載分野においてはグローバルでの販売活動が功を奏し、電装化や安全運転支援技術の進歩によるADAS（先進運転支援システム）の普及増により、車載カメラ、ミリ波レーダー向けが堅調に推移し、パワートレイン系では三次元可動BtoBコネクタ“Z-Move™”の販売が増加しました	14
"(機能性顔料)
　海外経済の減速から国内外の販売が低迷し、売上高は前期比10.7％減の15,020百万円、セグメント利益は前期比2.3％減の2,768百万円となりました"	6
イギリスの販売子会社であるアイホンＵＫにおきましては、集合住宅市場及び業務市場向けの販売が前期を上回りました	12
ヨーロッパのプロバイオティクス市場は依然として厳しい現地経済の影響を受けており、また競合他社との競争が続いています	10
Ｓｕｉｃａ電子マネーについては、「Ｓｕｉｃａポイントクラブ」をより便利にご利用いただくため、平成28年７月から「Ｓｕｉｃａポイントアプリ」の配信を開始しました	10
当連結会計年度における売上高は、当社グループの中期ビジョンである「Be a PARTNER of EXPERIENCE MARKETING」（経験価値提供型マーケティング・パートナーになる）の実現に向け、Experienceマーケティングサービスの提供を通じて、クライアントから永続的に選ばれるマーケティング・パートナーへと進化すべく、新たな市場・サービス領域への挑戦に重点を置きながら各事業を推進した結果、前年同期と比較して増加となりました	10
また、平成28年９月28日に株式会社夢真ホールディングスと資本業務提携契約を締結し、協業を開始致しました	10
新興国経済は、中国では減速のペースがやや弱まり、他の新興国については持ち直しの動きが見られました	12
タイ王国のEASY BUY Public Company Limitedにおけるローン事業では、不安定な政治情勢にあったものの、ブランドイメージ向上、新規集客拡大を目標に、Umay+（ユメプラス）ブランドを積極展開することにより、新規契約件数・営業貸付金残高ともに堅調に増加し、同国内においてトップブランドの地位を築いております	9
体験型イルミネーションと題し、LEDの球数を400万球に倍増させ、「ジップライン～Julie～」や、ロングスライダーなど、アトラクションを楽しみながら多くのお客様にご覧いただくことができました	10
光学業界では、スマートフォンのデュアルレンズ進展への対応などを背景に反射防止膜成膜用装置の受注が好調に推移しました	11
物流業界におきましては、燃料価格が緩やかな上昇に転じたことに加え、ドライバー不足や競争の激化などにより厳しい経営環境で推移いたしました	7
これらの結果、経常利益は前年度比79億51百万円減少し776億４百万円、親会社株主に帰属する当期純利益は、前年度比27億13百万円減少し527億30百万円となりました	8
①　リモートメール事業	10
その他は、樹脂材料販売等が増加し、売上高17,044百万円（前年同期比0.4％増）、営業利益2,606百万円（前年同期比50.6％増）となりました	13
一般店舗ルート、医師ルート向けの売上が好調に推移したことから、現地通貨ベースでは前期の売上を上回りました	12
主要製品であるサイドドアラッチの販売量は増加しましたが、販売価格は低下しました	10
この結果、当連結会計年度の売上高は15,497百万円（前連結会計年度年比6.9％減）、営業利益1,124百万円（同16.0％減）、経常利益1,119百万円（同10.9％減）、親会社株主に帰属する当期純利益は790百万円（同2.4％減）となりました	6
背景にはスマートフォン関連の電子部品を中心としたIT関連の改善、自動車を含めた輸送機械が持ち直したほか、中国・アジア向け資本財の輸出の増加や在庫調整の一巡が下支えに作用したことがあげられます	13
その他の売上高は、１億５千２百万円と前年同期比7.9％減少し、総売上高に占める比率は3.4％と前年同期比0.1ポイント低下しました	9
このような経済情勢の下、当社グループの主要事業においては、環境意識の高まりから地球温暖化の防止や省資源・省エネルギーへの取り組みが進められているなか、ごみ処理施設では、老朽化した施設の更新工事や改良工事などの計画があり、バイオマス発電設備では、電力の固定価格買取制度などエネルギー政策の後押しにより、今後とも需要が見込まれております	10
営業利益は、海外事業の外貨円換算額の減少による影響はありましたが、原材料安が継続したことや付加価値の高い製品の販売が好調であったこともあり増加しました	12
その結果、部門全体の売上高は8,012億円（前期比2.5％減）、営業利益は188億円（前期比35.7％減）となった	8
(業種別営業成績表)	10
一方海外では、全体としては堅調に推移したものの、保護主義化を進める米国の動向、英国のＥＵ離脱問題、新興国経済の低迷に、その他の地政学的リスクも加わって、世界経済全体としては、依然として先行き不透明な状況が続いております	9
アスレチック関連ブランドでは、「カンタベリー・オブ・ニュージーランド」や「ブラックアンドホワイト」の販売は堅調に推移いたしましたが、百貨店を主販路とする「エレッセ」や専門店・ナショナルスポーツチェーン向け卸事業を主業態とする「スピード」は苦戦し減収となりました	10
市場別の売上高は、電源ソリューション市場が28億74百万円（前年同期比25.3％増）、エコ照明・高電圧ソリューション市場が６億55百万円（前年同期比21.5％減）、EMS市場が17億37百万円（前年同期比8.2％増）となりました	11
以上の活動の結果、国内外合わせて売上高2,165百万円（前年同期比18.9％増）、EBITDA712百万円（前年同期比19.5％増）、営業利益651百万円（前年同期比16.4％増）となりました	13
ロジスティクス事業では、下期に入り自動車関連部品や電子・電気機器関連品等の取扱いが順調に推移したことに加え、新規ビジネスを獲得しました	13
以下では、銀行事業における主要な子会社であるソニー銀行（単体）の状況について記載します	10
損益面では、売上高の増加要因やコスト削減に努めた結果、営業利益は５億１百万円（前年同期比176.2％増）、経常利益は５億41百万円（前年同期比159.1％増）となり、親会社株主に帰属する当期純利益は遊休土地の減損損失計上もあり３億91百万円（前年同期比156.0％増）となりました	13
なお、設備工事業における種類別の受注高、売上高の概況は、次のとおりである	10
このような状況の中、当連結会計年度の売上高は69億９千７百万円（前年同期比8.2%減）、営業損失は２億７千４百万円（前年同期は２億８千９百万円の営業利益）、経常損失は為替差損が８千９百万円発生したこと等により３億２千９百万円（前年同期は２億３千７百万円の経常利益）、親会社株主に帰属する当期純損失は６億円（前年同期は８千７百万円の親会社株主に帰属する当期純利益）となりました	6
このような取り組みを中心に販売強化に努めた結果、乳製品全体では前期を上回る実績となりました	11
（注）１．国内業務部門は国内の円建取引、国際業務部門は外貨建取引です	10
３．上記の金額に消費税等は含まれておりません	10
各セグメントの業績は次のとおりであります	10
粒状内容物のバルク輸送用ワンウェイ・フレコンの業界の出荷量は、国内生産品はほとんどの用途で前期比大きく減少、海外生産品も除染用が大幅に減ったため全体では減少でした	8
建設業界におきましては、平成28年度第２次補正予算に係る政府建設投資が第４四半期に一部出来高として寄与し、政府建設投資は対前事業年度比で増加しました	11
売上総利益は前述の売上高が減少したこと等により前年同期比2.9％減の1,309百万円となりました	8
佐賀ガス株式会社においては、お客さまに安心して都市ガスを利用していただくため、導管の維持管理や設備の保安の強化を徹底するとともに、都市ガスの需要拡大のため、新規需要家の獲得やガス空調システムなどの提案に努めた	10
この結果、当連結会計年度の売上高は、83億円（前期比0.6％増）、経常利益は９億88百万円（前期比12.0％減）となりました	12
このような経営環境のなかで、当社グループは「売上確保、粗利率アップ、在庫コントロール、経費コントロール」のグループ方針の実践を継続し、既存店舗の収益力強化に取り組みました	10
ゴルフ練習場においては、シニア層の来客の減少により、減収となりました	8
ソニー生命は、EVは法定会計による財務情報を補足するものであり、企業価値を評価するうえで有用な指標となるものと考えています	10
介護事業におきましては、当連結会計年度において、５拠点の新規開設により、介護サービス拠点は、直営で281拠点、ＦＣ施設１拠点の合計282拠点（平成29年３月末現在）となり、提供するサービス事業所は、統廃合等により602事業所となりました	10
高級金属製品	10
特に、近年、IT業界では、通信やクラウドでの技術的進化と関連機器のコストダウンにより、ＩoＴ(Internet of Things)によるビジネスがダイナミックに変革しつつあります	10
・エクイティファイナンス引受残高	10
（単位：百万円）	10
当連結会計年度における全国の新車販売台数は、登録車の販売が好調に推移した結果、前年同期比2.8％増と好調に推移いたしました	12
また，報告セグメントの利益は，連結財務諸表の作成にあたって計上した引当金の繰入額及び取崩額を含んでいない	10
海外旅行は、主力商品の「ANAハローツアー」において、重点的に販売強化に取り組んだハワイとオセアニア方面の取扱高は堅調に推移したものの、テロの影響が残る欧州方面の取扱高の落ち込みが大きく、売上高は前期を下回った	8
＜食品加工事業＞	10
また、鉄塔・鉄構他については鉄塔の新設・改造工事やボルトの取替工事などが減少したことにより売上高が減少しております	8
６．「その他」の区分は、報告セグメントに含まれない事業セグメントであり、ファーストウッド及び当社の事業に係るものであります	10
①  「銀行・証券業務」におきましては、収益面では、有価証券利息配当金は増加したものの貸出金利息が減少したことから資金運用収益は微減となりましたが、国債等債券売却益の増加によりその他業務収益が増加したことなどから経常収益は前年度と比べ5,649百万円増加して74,210百万円となりました	12
⑦単体自己資本比率の状況	10
福岡営業所開設を機に平成28年７月から九州全域において集中的にセミナー展開し、地域に密着した営業活動を展開した結果、当連結会計年度における九州・沖縄案件の成約実績は前年比約３倍となりました	10
このような環境のもと、当社は２０１８年度中期経営計画「Ｒｅｎｏｖａｔｉｏｎ２０１８」において、「富士電機の更なる変革」を基本方針に掲げ、成長戦略として「社会システム」「産業インフラ」「パワエレ機器」事業のオペレーション変革、海外事業の拡大、高付加価値商材の創出を推進するとともに、収益力の更なる強化を推し進めています	10
当連結会計年度におけるわが国経済は、企業収益や雇用・所得環境が改善し、個人消費も持ち直しつつあり総じて回復基調となりました	15
損益につきましては、前連結会計年度からの豊富な繰越工事に支えられ、年間を通じて工場稼動は安定的に推移しましたが、指名停止の影響による受注量の大幅な減少により、翌年度以降の製作原価の上昇が見込まれることから、工事損失引当金を計上することとなり、完成工事高137億5千万円(前年同期比31億3千万円減・18.6％減)、営業利益5億6千万円(前年同期比12億9千万円減・69.7％減)となりました	7
また、平成28年12月13日に全国健康保険協会(協会けんぽ)広島支部より受託しました「薬局向けレセプト作成支援システムへのオンライン資格確認システム導入委託事業」により、同支部管轄での当社のシステムをご利用のお客様は、協会の保険加入者様の資格の有無等を通常の業務の中でリアルタイムに画面上で確認できる様になる為、資格喪失による返戻・再請求等の事務処理が省け、薬局の事務効率を高めることができるようになりました	10
①　総合建材卸売事業	10
営業利益の減少は主に、売上総利益の減少に加え、前連結会計年度において、日立ツール株式会社（現 三菱日立ツール株式会社）の発行済株式総数の51％に相当する株式を三菱マテリアル株式会社に2015年４月１日付で譲渡したこと等により、その他の収益として事業再編等利益30,232百万円を計上したことによるものです	8
子会社藤光樹脂株式会社などが取扱うアクリル樹脂の原材料・加工品の販売におきましては、前期まで好調に推移していた海外市場向けの液晶テレビ用途関連製品が、技術革新などに伴って大幅に需要が減少したことなどから、売上高は前期を大きく下回りました	8
環境システム事業は、主に廃棄物処理施設における長期の維持管理運営業務を受託したこと等により、前連結会計年度を56.2％上回る306億2千6百万円となりました	11
[電設・建築事業]	10
また、世界経済は新興国の景気減速や英国のＥＵ離脱問題等不透明なリスク要因を抱えながらも、米国景気が牽引し緩やかな拡大基調が続きました	10
当連結会計年度の我が国経済は、前半は円高や新興国経済の減速による企業収益の悪化から回復ペースが鈍化しておりましたが、後半は円安の進行や海外経済の回復を背景とした企業収益の改善を受けて持ち直しの動きが見られました	11
(エネルギー部門)	10
（インターネット関連事業）	10
基本的1株当たり当期利益は、137円63銭(前期より54円61銭減)となりました	9
賃貸事業につきましては、当社にて16戸のマンション、株式会社アーキッシュギャラリーにおいて４戸のマンションと１棟の戸建、エムジー総合サービス株式会社において土地１筆を事業に供しております	10
このような経済情勢の下、「2016～2020年度ＡＮＡグループ中期経営戦略」で掲げた、「エアライン事業領域の拡大」、「新規事業の創造と既存事業の成長加速」を柱とし、新規投資やイノベーションの創出、戦略的投資等をシンプルかつタイムリーに判断する「攻めのスピード経営」を遂行した	10
配管機器については、継手類は、国内・海外とも住宅着工戸数の増加に伴い住宅向けの需要が順調に推移しましたが、国内で大規模建設工事の遅れの影響もあり、全体としては前年同期と比較して減少しました	10
この結果、ケア市場全体といたしましては、リニューアルにおける販売の増加により、売上は増加いたしました	12
ロボット部門の連結売上高は、1,900億43百万円（前期比0.9％増)、全連結売上高に対する構成比は35.4％となりました	11
一方、個人消費は、雇用環境は堅調に推移しているものの、景気先行きに対する警戒感などから低調に推移しました	10
なお、連結子会社のコスモシステムズ株式会社は、売上高・利益両面で引き続き貢献しました	12
当社グループにおいては、メーカーと商社機能を活かした営業活動を展開した	10
雇用情勢においては、平成28年平均の有効求人倍率（季節調整値）が25年ぶりとなる高水準を記録し、また完全失業率も同平均で3.1％と22年ぶりの低水準となりました	12
また、前立腺肥大症に伴う排尿障害改善薬シロドシン（一般名、日本製品名ユリーフ）の北米・中南米における技術導出先でありますアラガン社（アメリカ）及び欧州・中東・アフリカなどにおける技術導出先でありますレコルダッチ社（イタリア）では、当連結会計年度におきましても引き続きそれぞれの許諾地域内において製品育成を進めております	10
以上の結果、回転寿司事業の売上高は676億42百万円（前年同期比2.5％減）となりました	9
セグメント利益は1,163百万円（前年同期比2.0％減）となりました	9
セグメント別の状況は以下のとおりです	10
今後、福島県のゴルフ場において、約35メガワットという大型開発も予定しています	10
２　輸送人員、輸送人キロおよび乗車効率については、従来発売日を基に算出しておりましたが、当連結会計年度より、有効期間開始日を基にした算出方法に変更しております	10
化成品事業におきましては、引き続き厳しい販売環境にありましたが、中核である包装資材部門におきましては、効率化・利益率の改善を図るため営業戦略を見直し、販売強化に注力してまいりました	9
（商品販売）	10
このような経営環境の下、当社グループは第３次中期経営計画（平成26年度～平成28年度）の最終年度を迎え、更なる成長に向けた取り組みを行いました	10
平成28年度における主な活動成果は次のとおりです	10
一方で、アジア新興国等の経済成長の減速や、英国のＥＵ離脱問題に揺れるユーロ圏や新政権に移行した米国の経済政策に関する不確実性の影響が、わが国の景気を下押しするリスクとして懸念され、先行きは引き続き不透明な状況にあります	9
[空調設備事業]	10
一般産業用資材は、総じて前年並みの需要となりました	10
フォームやオプション工事等が含まれます	10
連結子会社の業績向上等により、売上高は前期比6.1％増の371億円余となり、セグメント利益は前期比41.3％増の20億円余となった	13
いたしました	10
また、当連結会計年度の各セグメントの概況は、以下のとおりであります	10
③欧州	10
《欧州セグメント》	10
なお、業績における前年同期比較については、前年同期の数値を変更後の区分方法により組み替えて比較しております	10
「第２ 事業の状況」に記載されている売上高、受注高等の金額には消費税等は含まれていません	10
（不動産事業）	10
（単位：千件、百万円、％）	10
当連結会計年度の世界経済は、米国やヨーロッパでの堅調な個人消費を背景とした景気回復が継続しましたが、中国や新興国の一部では停滞や減速が見られました	10
欧米経済は、英国のEU離脱問題及び米国の政権交代の影響等から先行き不透明な状況が続くものの、個人消費を中心に緩やかな成長が継続しました	11
その他の事業の売上高は、102億５千１百万円（前連結会計年度比8.2％増）となりました	11
水素事業については、ＦＣバスやＦＣフォークリフト向けの水素ステーション建設に加え、将来の需要増に備えて山口県で液化水素製造設備の増設に着手しました	10
出店につきましては、「めぐみの郷」を兵庫県に２店舗（新高砂店、花田店)、千葉県に１店舗（天王台店）、チーズタルト専門店「BAKE cheese tart」を京都府に１店舗（京都寺町店）、大阪府に１店舗（あべのハルカス店）、大型コインランドリー「マンマチャオ」を京都府に１店舗（亀岡店)、兵庫県に１店舗（Ｇ‐７モールひよどり台店）、たい焼き専門店「やまや本舗」を兵庫県に１店舗(布施畑インター店)オープンしました	10
平成28年度のわが国経済は、新興国経済の減速や英国のＥＵ離脱等を背景に、年度前半は、株価下落や円高進行によって景気回復へ向けた動きに足踏みが見られました	8
また、グループ会社等との人事交流を拡大するとともに、パートナー会社との協働により鉄道工事における安全マネジメントの定着に努め、グループ全体での技術力の向上に取り組みました	10
不動産管理市場におきましては、マンション管理における大手寡占化の傾向が継続し、加えて、コスト意識の高まりや、お客さまニーズの高度化・多様化によるサービスの強化・拡充がみられました	9
総合エネルギー事業は、ＬＰガスについては小売部門の販売数量が増加しましたが、卸売部門の見直し等により民生用ＬＰガスの販売数量は減少しました	10
②機能材料関連事業	10
さらに平成29年２月には主要な中核会社の商号、同５月には当社の商号を、それぞれ新ブランドを冠した商号に変更することを決議するなど、一層の認知拡大施策を進めております	10
クレジットカード事業では、新宿駅や上野駅などの首都圏８駅で海外発行カード専用キャッシュディスペンサーを設置しました	10
以上の結	10
海外については、昭和39年３月の台湾ヤクルト株式会社の営業開始をかわきりに、現在28の事業所および１つの研究所を中心に、37の国と地域で主として乳製品乳酸菌飲料「ヤクルト」の製造、販売を行っており、平成29年３月の一日当たり平均販売本数は約2,866万本（前年同月差204万本増）となっています	10
新築マンション市場におきましては、地価や建築費の影響により、都市圏を中心に販売価格が高止まりの傾向にあるものの、住宅需要は低金利や住宅取得優遇策等に支えられ、堅調に推移しました	12
イメージング分野におきましては、期中に進行した円高が主力の高速度デジタルビデオカメラ等の欧米への輸出額に影響を与えたものの、国内の堅調な受注やアジアでの好調により、前期並みの実績となりました	11
当事業セグメントにおいては、期初に掲げた経営計画に基づき、積極的に収益不動産の仕入及び販売活動を行いました	10
収益面では、電力などのエネルギーコストの低減等はあったものの、製品販売価格安が大きく影響し、経常利益は500百万円（前年同期比53.0％減）、親会社株主に帰属する当期純利益は302百万円（前年同期比54.3％減）となり、前年同期を下回る業績となった	9
アルミダイカスト品も、一部ユーザーの需要増を取り込み、生産が順調に進みました	12
当社グループの主力事業が属するインターネット広告市場は、当年度においても広告市場全体の伸びを上回る成長が続きました	11
その結果、同事業の当連結会計年度の売上高は、販売数量の増加などにより、前年度比215百万円増収（3.9％増収）の5,753百万円となりました	12
このような環境の中、当社グループはきのこ事業を中心として、健康食材である「きのこ」の研究開発、生産、販売を通して、より多くの皆様へ、おいしさと健康をお届けできるよう事業活動を行ってまいりました	10
(注)　乗車効率の算出方法	10
不動産事業は、前連結会計年度を3.9％上回る15億9千2百万円となりました	11
一方、海外においては、中国ならびにアジア新興国経済の減速のほか、米国新政権の政策や英国のＥＵ離脱が経済に与える影響も懸念されるなど、先行き不透明な状況のまま推移いたしました	8
このような環境の中、売上高につきましては、米国でのモデルチェンジに伴う売上構成変化及び為替換算影響等により、39,752百万円（前期比2.2％減）となりました	9
具体的には、女性の活躍推進や、単身・シニア世帯、共働き家庭の増加などによるニーズの変化等への対応により、消費者が求める価値の実現に機敏かつ柔軟に取り組み、きめ細かい店頭フォロー活動や地域のニーズに合わせた企画提案型の営業活動、品揃えの強化と付加価値を高めた魅力のある商品開発を通して、お客様の満足につながる活動を推進してまいりました	10
国内線旅客は、４月に発生した熊本地震、７月以降に発生した台風や12月の降雪の影響等を受ける中でも、需要動向に応じた各種割引運賃を設定したこと等により、旅客数は前期を上回ったが、他社との競争激化の影響等から単価が前期を下回ったことにより、収入は前期を下回った	9
拠点政策としましては、平成28年10月に厚木営業所、静岡営業所、福井営業所、松山営業所、11月に	10
個人保険、個人年金保険を合計した新契約高は、米ドル建保険および定期保険の販売は好調であったものの、変額保険の販売減少により、４兆9,575億円（前年度比3.8％減）となりました	10
当連結会計年度においては年初より標的型サイバー攻撃対策が課題となり、６月には大手旅行業者のサーバーへの標的型	10
しかしながら、今後の経済の先行きについては欧州、アジア諸国の経済不安や米国の今後の政治、経済の動向等、依然先行き不透明感は払拭できない状況が続いております	10
農薬助剤は、海外需要向けの落ち込みが響き、減収となりました	8
当社グループの所属する映像関連業界におきましては、技術革新に伴う映像メディアの変化や映像制作工程の変化の中、常に新たな価値創造が求められております	10
①　船舶用機器事業	10
その他の部門につきましては、消費財事業では、主力のコタツなどの冬物季節家電の販売が低迷するなか、調理家電や照明機器などプライベートブランド商品の拡販に注力いたしました	9
建設用クレーン事業は、北米市場の低迷が長期化したことから、受注、売上ともに減少いたしました	7
②Ｒ＆Ｓ運営事業	10
不織布は、主な用途であるプレミアム紙おむつの今後の需要拡大に対応するため、タイや中国に続き、名古屋、四日市において生産能力を増強することとしました	10
"＜セグメントの業績の概要＞
セグメントの業績の概要は次のとおりであります"	10
また、新規事業として「ルマンドアイス」を発売しアイスクリーム事業に参入したほか、再生医療研究用増殖制御基礎培養液「Ｘｙｌｔｅｃｈ（キシルテック）」の開発を通じて再生医療向け試薬事業へ参入いたしました	10
この結果、当事業の売上高は26億52百万円（前期比23.2％増）、営業利益１億22百万円（同52.5%減）となりました	10
損益面では、売上総利益は24,225百万円（前年同期比104.3％）となり、営業利益2,645百万円（前年同期比133.9％）、経常利益2,151百万円（前年同期比111.9％）、親会社株主に帰属する当期純利益1,742百万円（前年同期比157.0％）となりました	14
〔排ガス浄化触媒〕	10
(ロ)「開発業務の方向性と切り口」の確認	10
「プリシアリゾートヨロン」では、施設の美化工事を積極的に行い、お客様評価の高まりと相まって、宿泊者数が前年を大きく上回り、長期滞在の複合大型リゾートへの進化を着々と続けております	12
損益につきましては、経常利益８億98百万円(前年同期比21.5％減)、親会社株主に帰属する当期純利益７億10百万円(同39.9％減)となりました	8
平成29年３月末現在では、全国46事業所（11支店、33営業所、サンプラザ２店（業務用食品スーパー））と	10
損益面に関しましては、全社一丸となってコストダウンを進めたものの、売上高減少の影響が大きく、棚卸資産評価損を売上原価に計上したことから、営業損失は23億７千万円（前連結会計年度は４億２千５百万円の営業損失）となりました	8
会員動向につきましては、フィットネス部門・スクール部門ともに在籍会員数が増加し、総会員数は前期比102.6％となりました	10
印刷業界におきましては、出版印刷市場は、電子出版関係が大幅に増加し、書籍は横ばいで推移しましたが、雑誌の大幅減少に歯止めがかからず、また商業印刷市場は、広告宣伝費はインターネット広告がけん引してプラス成長となりましたが、競争はますます激化するなど、依然として厳しい経営環境が継続しました	8
(印刷事業)	10
（機能材部門）	10
欧州経済は、英国のEU離脱採択の影響は限定的であったことなどにより、景気は回復基調となりました	11
この価格改定により、末永く当社製品をご利用いただく事を目的とし、お客様の満足度と当社の価格競争力の向上を目指します	10
ウィンターダイヤより羽田＝ニューヨーク・シカゴ・クアラルンプール線を新規開設し、羽田空港の利便性を活用したビジネス需要の取り込みを図った他、本年２月より成田＝メキシコシティ線を新規開設し、日系企業の進出が著しいメキシコへのビジネス需要等の獲得に努めた	10
引き続き、外部環境の変化に柔軟に対応しながらお客様のニーズに合わせた提案を行い、グループ会社と一体となった事業展開を進めてまいります	10
当連結会計年度におけるわが国経済は、雇用・所得環境の改善を背景として、個人消費に持ち直しの動きが見られるなど、緩やかな回復基調で推移しました	14
・日本では、大都市圏を中心に組織の一体化をさらに進めることで経営資源の集中と効率化に取り組み、ワンストップ・アカウント営業体制を強化することで、グローバル企業との取引拡大を図ってまいりました	10
②　施工事業	10
以上の結果、セグメント売上高は1,656,428千円（前年同期比は単体決算のため参考となりますが2.1%増）となりま	11
また、AIやIoTの活用による無人化、機械化や建物・設備の長寿命化等をテーマとした研究開発を推進いたしました	10
売上収益は492億74百万円(前期と同水準、現地通貨ベースでは17.0％増)、セグメント利益は136億96百万円(同9.1％増、現地通貨ベースでは40.5％増)となりました	12
当連結会計年度におけるわが国経済は、企業収益や雇用情勢が改善するなど緩やかな回復基調が続きました	13
以下の前年同期との比較においては、前年同期の数値を変更後のセグメント区分に組み替えた数値で比較しております	10
一方で、特殊な機械や素材を使い付加価値の高い加工を施したニット生地の需要は底堅く推移するなど、差別化商材が収益を牽引しました	12
新車部門では、国内におけるホンダ車の販売台数は5,316台（前期比10.4％減）、日産車の販売台数は年度後半の新型車効果があったものの年度当初の軽自動車２車種の販売停止の影響もあり13,687台（前期比5.1％減）と厳しい状況となりましたが、海外を含む当社グループ全体の新車販売台数は、国内外の新規連結子会社の増加により33,616台（前期比22.0％増）と台数ベースで前年を上回り、収益的にも増収増益を確保いたしました	9
薬品の出荷数量は前年同期比で5.5%増加しており、当社薬品の使用は拡大しております	12
預金の種類別残高（末残）	10
個人向け市場では、MVNO(*)による格安SIMサービス(*)の急速な普及が続いております	10
海外では、米国経済は個人消費の増加などにより景気回復が持続し、欧州経済も緩やかな景気回復が持続しました	13
投資が抑制された影響を強く受けました	9
さらに、列車と宿泊施設を自由に組み合わせることができる価格変動型旅行商品「ＪＲ東日本ダイナミックレールパック」について、東北・信越エリアから首都圏への観光流動拡大に向けて、新ブランド「ダイナミックＴＹＯ」を平成28年11月に立ち上げました	10
セグメント利益は、完成工事利益率が向上し、前期比26.8％増の137億円余となった	12
⑤ 生花事業	10
①北関東エリア	10
自動車機器関連事業におきましては、自動車部品メーカーの設備投資需要が増加したことにより売上高は大幅に増加いたしました	12
保育サービス事業は、企業や病院等の企業内託児所や行政から受託運営する保育園数を順調に拡大し売上高2,150百万円（前期比11.8％増、227百万円増）と増収になりました	12
経常損益につきましては、営業外収益に為替差益、営業外費用に支払利息を計上したこと等により、経常利益は12億71百万円（前年同期５億89百万円、115.6％増）となりました	11
前期比2.8％増）となりました	10
上記の結果、当事業年度の売上高は959百万円（前年同期比36.3％減）となりました	9
一方、中国をはじめとするアジア新興国の景気減退、米国新政権における今後の政策動向、欧州における政情懸念等、世界情勢においては依然として先行き不透明な状況となっております	9
親会社株主に帰属する当期純利益は、固定資産売却益の増加の影響などもあり、前期比13.3％増の277,925百万円となりました	12
これに、特別損益を加減した税金等調整前当期純損失は128百万円（前年同期は276百万円の利益）、当連結会計年度の親会社株主に帰属する当期純損失は173百万円（前年同期は237百万円の利益）となりました	8
海外では、欧州における生活関連用品向けの需要が堅調に推移しました	11
しかしながら、減損損失2,107百万円等の計上により、親会社株主に帰属する当期純損失は1,833百万円（前期は7,810百万円の利益）となりました	9
またAI技術の当社商品への適用を進めると同時に、FIELD system (FANUC Intelligent Edge Link and Drive system)の立ち上げ準備を中心にIoTへの対応を加速させるなど、今後の事業の安定と発展のための取り組みを推し進めました	10
以上の結果、デリカ事業の売上高は117億80百万円（前年同期比7.8％増）となりました	11
さらに当社は今後拡大する東南アジア市場を深耕するためにタイに６社目の子会社設立を決議いたしました	10
人件費や研究開発費の増加に伴い、販管費全体も増加しておりますものの、売上高伸長に伴う粗利益増加により営業利益につきましては、2,243百万円（前期比38.2％増）と増益となりました	8
なお、機器製品は、計画生産を行っているため、上記受注高、受注残高には含めておりません	10
このような状況において、当社グループは、連結企業体としてグローバルでの競争に勝ち残り、継続的に成長できる企業体質を実現すべく、品質第一に徹し、競争に負けない「ものづくり総合力」（コスト・技術・物流・サービス）の強化と同時に、営業・設計・経営管理など、あらゆる面でのグローバル化を目指し、変化に柔軟かつ迅速に対応できるよう「経営のグローバル化」を推進してまいりました	10
同様の商品が市場に氾濫するなか、売上高は減少傾向にありますが、商品の充実を図り本部経費の負担軽減を進めてまいります	9
